,A,Z,W
26225,1036922580,1036750619,2
26226,1036395326,1036866154,2
26227,1036033175,1036679838,4
26228,1036866154,1036788540,2
26229,1036750619,1036938861,2
26230,1036102538,1036432237,2
26231,1036938861,1036297213,2
26232,1036500020,1598685395,6
26233,1036788540,1036076542,2
26234,1036076542,1036432237,2
26235,1036194694,1036170383,2
26236,1598466091,1036679838,6
26237,1036880683,1036273188,2
26238,1036960753,1036618399,2
26239,1036170383,1036618399,2
26240,1598685395,1036228772,4
26241,1598571197,1598610032,2
26242,1036297213,1036679838,4
26243,1036679838,1036926323,2
26244,1036926323,1036204877,2
26245,1036273188,1036618399,2
26246,1036228772,1036777587,2
26247,1036807079,1036855042,2
26248,1036432237,1036075287,2
26249,1643382256,1643050775,2
26250,1643827519,1643731360,2
26251,1036523834,1036189642,2
26252,1036618399,1036150859,2
26253,1036916453,1036990230,2
26254,1036124660,1036779939,2
26255,1643731360,1643297872,2
26256,1036777587,1036907443,2
26257,1036979225,1598610032,4
26258,1598887925,1036977270,4
26259,1036977270,1036070931,2
26260,1036189642,1036272805,2
26261,1036073044,1036428480,2
26262,1598610032,1036446465,4
26263,1036150859,1036428480,2
26264,1036855042,1036213564,2
26265,1036204877,1036760396,2
26266,1036428480,1036907443,2
26267,1036698836,1036824282,2
26268,1036799517,1036142029,4
26269,1036760396,1036446465,2
26270,1036070931,1036846465,2
26271,1036142029,1036846465,2
26272,1036075287,1036507374,2
26273,1036907443,1036507374,2
26274,1036507374,1036990230,2
26275,1036990230,1036180170,2
26276,1036846465,1036347537,2
26277,1036446465,1036270756,2
26278,1036213564,1036270756,2
26279,1036270756,1036272805,2
26280,1036347537,1036272828,2
26281,1036714493,1036452066,2
26282,1036377829,1036674004,2
26283,1036933197,1036500021,2
26284,1036423364,1036014905,2
26285,1598372456,1036591538,4
26286,1036591538,1036674004,2
26287,1036272805,1036014905,2
26288,1036500021,1036489931,2
26289,1036452066,1036947514,2
26290,1036674004,1036272828,2
26291,1036872626,1036443307,2
26292,1036272828,1036984536,2
26293,1598684520,1036824282,4
26294,1036253752,1036779939,2
26295,1598284215,1036046868,4
26296,1036443307,1036345521,2
26297,1036779939,1036768986,2
26298,1036687220,1036336388,2
26299,1036768986,1036180170,2
26300,1036014905,1036053707,2
26301,1036106857,1036026558,2
26302,1036345521,1036918224,2
26303,1036984536,1036102200,2
26304,1036102200,1036339460,2
26305,1036026558,1036560336,2
26306,1036824282,1036067845,2
26307,1036336388,1036339460,2
26308,1036560336,1036920187,2
26309,1036339460,1036046868,2
26310,1036920187,1036796452,2
26311,1036796452,1036502269,4
26312,1036180170,1036070755,2
26313,1036934091,1036502269,4
26314,1598946326,1036918224,4
26315,1643216966,1643837733,2
26316,1036474450,1036359360,2
26317,1036918224,1036253543,2
26318,1036560277,1036754695,2
26319,1036754695,1036502269,4
26320,1036046868,1036489931,2
26321,1036502269,1036359360,2
26322,1036253543,1036947514,2
26323,1643201511,1643536960,2
26324,1643837733,1643511192,2
26325,1036233388,1036187167,2
26326,1036187167,1036975829,2
26327,1036489931,1036825743,2
26328,1036359360,1036825743,2
26329,1036825743,1036807355,2
26330,1036807355,1036074917,4
26331,1036652902,1036276799,2
26332,1036235197,1036745521,2
26333,1643511192,1643408923,2
26334,1036947514,1036822046,2
26335,1036074917,1036067845,2
26336,1036070755,1036139879,2
26337,1036053707,1036765315,2
26338,1036067845,1036555720,2
26339,1036822046,1036219161,2
26340,1036139879,1036745521,2
26341,1036555720,1036219161,2
26342,1036219161,1036471917,2
26343,1036471917,1036034945,2
26344,1036034945,1036570825,2
26345,1036975829,1036276799,2
26346,1036276799,1036411138,2
26347,1036570825,1036468001,4
26348,1036468001,1036434682,2
26349,1036463308,1036244388,2
26350,1583964118,1036377333,4
26351,1036976908,1036412726,2
26352,1036399510,1036765315,2
26353,1036765315,1036745521,2
26354,1036412726,1036745521,2
26355,1036777604,1036391013,2
26356,1598973225,1598823962,2
26357,1643297872,1643004933,2
26358,1598823962,1036685795,4
26359,1036434682,1036244388,2
26360,1036377333,1036308552,2
26361,1036745521,1036855717,2
26362,1643408923,1643689971,2
26363,1036855717,1036846186,2
26364,1036308552,1036205903,2
26365,1036846186,1036685795,2
26366,1036685795,1036327296,2
26367,1036391013,1036804920,2
26368,1036205623,1036945468,2
26369,1036327296,1036051032,2
26370,1036244388,1036810408,2
26371,1036205903,1036945468,2
26372,1036945468,1036833938,2
26373,1036897003,1036051032,2
26374,1036833938,1036863296,2
26375,1036810408,1036192929,4
26376,1036051032,1036453067,2
26377,1036615468,1036377966,2
26378,1036377966,1036259324,2
26379,1036804920,1036016511,2
26380,1036016511,1036863296,2
26381,1036411138,1036266942,2
26382,1036559054,1036894671,2
26383,1036273434,1036894671,2
26384,1036453067,1036320442,2
26385,1036443236,1036214142,2
26386,1036894671,1036269345,2
26387,1036192929,1036501460,2
26388,1036214142,1036727537,2
26389,1036863296,1036266942,2
26390,1036855900,1036024174,2
26391,1036501460,1036018437,2
26392,1036320442,1036143859,2
26393,1036018437,1036727537,2
26394,1036266942,1036269345,2
26395,1036727537,1036481380,2
26396,1036269345,1036481380,2
26397,1036063516,1036082899,2
26398,1036143859,1036259324,2
26399,1036481380,1036417513,2
26400,1036024174,1036897159,2
26401,1036897159,1036379241,2
26402,1036082899,1036000674,2
26403,1036259324,1036379241,2
26404,1036000674,1036153217,4
26405,1036989894,1036001080,2
26406,1036153217,1036417513,2
26407,1036417513,1036194178,2
26408,1036379241,1036040102,2
26409,1036194178,1036571941,2
26410,1036040102,1036094141,2
26411,1036584832,1036001080,2
26412,1036608972,1036571941,2
26413,1036571941,1036796141,2
26414,1036001080,1036796141,2
26415,1036796141,1036606974,2
26416,1036688711,1036094141,2
26417,1036094141,1036606974,2
26418,1036606974,1548907051,4
26419,1643536960,1643675061,2
26420,1643050775,1643129247,2
26421,1598000066,1598474458,2
26422,1598474458,1598413091,2
26423,1598413091,1598490894,2
26424,1598490894,1090931394,4
26425,1643004933,1643010084,2
26426,1643689971,1124324905,4
26427,1643010084,1643981807,2
26428,1643981807,1643129247,2
26429,1090931394,1090427067,2
26430,1090427067,1090726690,2
26431,1643251905,1643675061,2
26432,1583008885,1583881416,2
26433,1583881416,1583000000,2
26434,1643784414,1643129247,2
26435,1643675061,1643129247,2
26436,1643129247,1124198272,4
26437,1643589710,1643584640,2
26438,1090726690,1090844311,2
26439,1090737486,1090844311,2
26440,1643584640,1643660854,2
26441,1090423471,1090349580,2
26442,1090844311,1090993143,2
26443,1643719081,1643235167,2
26444,1090993143,1090349580,2
26445,1643863467,1643715088,2
26446,1643174283,1643001530,2
26447,1643001530,1643739159,2
26448,1090349580,1090442496,2
26449,1643739159,1643015766,2
26450,1643715088,1643660854,2
26451,1583000000,1554603580,4
26452,1643660854,1643630456,2
26453,1540397627,1540958092,2
26454,1643235167,1643630456,2
26455,1643630456,1643406349,2
26456,1090442496,1548600754,4
26457,1540958092,1540672599,2
26458,1643015766,1643597133,2
26459,1548569362,1548761183,2
26460,1540672599,1554582165,4
26461,1548761183,1554603580,4
26462,1548600754,1554603580,4
26463,1554603580,1554511782,2
26464,1548907051,1554077152,4
26465,1554077152,1554979133,2
26466,1548805075,1554148942,4
26467,1554148942,1554979133,2
26468,1554979133,1554341062,2
26469,1554582165,1554152950,2
26470,1643406349,1643017874,2
26471,1554152950,1554511782,2
26472,1554511782,1554341062,2
26473,1548941443,1554014050,4
26474,1554972985,1554341062,2
26475,1643597133,1643631484,2
26476,1554341062,1554475997,2
26477,1554475997,1554243304,2
26478,1554205461,1554984303,2
26479,1554984303,1554784264,2
26480,1554243304,1554176166,2
26481,1584000000,1554650685,4
26482,1554650685,1554000934,2
26483,1554784264,1554176166,2
26484,1554176166,1554645119,2
26485,1554645119,1554377228,4
26486,1554377228,1554001309,2
26487,1554001309,1554230037,2
26488,1296060597,1296152641,2
26489,1296152641,1554001426,4
26490,1554001427,1554017097,2
26491,1554017097,1554865401,2
26492,1554000934,1554530676,2
26493,1643631484,1643453469,2
26494,1554578431,1554865401,2
26495,1554865401,1554001426,2
26496,1554230037,1554000636,2
26497,1554001426,1554772152,4
26498,1554530676,1554000636,2
26499,1554939405,1554951741,2
26500,1554951741,1554001293,2
26501,1554872573,1554001293,2
26502,1554001293,1554827998,2
26503,1554000636,1554014050,2
26504,1554034359,1554435911,4
26505,1554014050,1554717659,4
26506,1554334008,1554293881,2
26507,1554717659,1554435911,4
26508,1554772152,1554623632,2
26509,1554435911,1554797148,4
26510,1554561880,1554623632,2
26511,1554797148,1554599644,2
26512,1554623632,1554000042,2
26513,1554599644,1554293881,2
26514,1554293881,1554001086,2
26515,1554166459,1554624715,2
26516,1554000042,1554624715,2
26517,1554827998,1554000171,2
26518,1554624715,1554983635,2
26519,1554001086,1554873040,2
26520,1554983635,1554138183,2
26521,1554873040,1554000848,2
26522,1554001222,1554000848,2
26523,1554000171,1554000257,2
26524,1554000848,1554001179,2
26525,1554802053,1554392056,2
26526,1554000257,1554138183,2
26527,1554138183,1554641049,2
26528,1554641049,1554193593,2
26529,1554392056,1554925569,2
26530,1554001179,1554759867,2
26531,1554981086,1554654784,2
26532,1554925569,1554759867,2
26533,1554951529,1554000379,2
26534,1554654784,1554000379,2
26535,1554759867,1554000416,2
26536,1554000379,1554460221,2
26537,1554000416,1554460221,2
26538,1554460221,1554253729,2
26539,1554193593,1554064936,2
26540,1554064936,1554253729,2
26541,1554253729,1776737461,4
26542,1242357822,1242457077,2
26543,1242457077,1242193764,2
26544,1242813237,1242193764,2
26545,1643453469,1643017360,2
26546,1242193764,1554359840,4
26547,1643017360,1643017874,2
26548,1554359840,1554847194,2
26549,1242615095,1242640119,2
26550,1242640119,1242740801,2
26551,1798251391,1876731744,4
26552,1643017874,1643466779,2
26553,1242740801,1876731744,4
26554,1643877771,1643693470,4
26555,1643466779,1643868459,4
26556,1876731744,1882504626,6
26557,1554847194,1184217570,6
26558,1776737461,1882940042,6
26559,1776829745,1882047846,6
26560,1643868459,1643387315,4
26561,1882504626,1882605280,4
26562,1882879383,1882524892,4
26563,1882605280,1882047846,4
26564,1882940042,1882524892,4
26565,1882047846,1882029963,4
26566,1882524892,1882782502,4
26567,1882029963,1882284139,4
26568,1882782502,1882489296,4
26569,1882284139,1882092632,4
26570,1882489296,1882468874,4
26571,1643693470,1643889063,4
26572,1882092632,1016976740,6
26573,1882468874,1184217570,6
26574,1643889063,1840075179,6
26575,1016976740,1258907380,6
26576,1643387315,1840023462,6
26577,1840029492,1840029477,4
26578,1840029591,1840029477,4
26579,1840029519,1840029499,4
26580,1840029499,1840029523,4
26581,1840029477,1840029552,4
26582,1840029523,1840029522,4
26583,1840029552,1840029531,4
26584,1840029522,1840137080,4
26585,1840029531,1840025211,4
26586,1840137080,1840029578,4
26587,1840025211,1840029577,4
26588,1840075052,1840029562,4
26589,1840029578,1840039268,4
26590,1840137108,1840023258,4
26591,1840039242,1840029470,4
26592,1840029577,1840039268,4
26593,1840039268,1840039259,4
26594,1840029550,1840039224,4
26595,1840029562,1840039224,4
26596,1840023249,1840029589,4
26597,1840023258,1840029589,4
26598,1840029470,1840039259,4
26599,1840039259,1840023251,4
26600,1840029589,1840039224,4
26601,1840039224,1840029588,4
26602,1840023251,1840029469,4
26603,1840075009,1840029469,4
26604,1840029588,1840029579,4
26605,1840029514,1840029469,4
26606,1840029469,1840013305,6
26607,1840029579,1840029468,4
26608,1840013305,1840029468,4
26609,1840029468,1840075025,4
26610,1840029498,1840075025,4
26611,1840075025,1840029558,4
26612,1840023244,1840039181,4
26613,1840029558,1840075038,4
26614,1840039181,1840023234,4
26615,1840075038,1840037549,4
26616,1840023234,1840037549,4
26617,1840037549,1840023232,4
26618,1840023239,1840029507,4
26619,1840023232,1840029545,4
26620,1840029507,1840039188,4
26621,1840025210,1840029545,4
26622,1840029545,1840039188,4
26623,1840039188,1840074990,4
26624,1840023236,1840029587,4
26625,1840074990,1840137122,4
26626,1840029493,1840029587,4
26627,1840029482,1840137122,4
26628,1840029587,1840023193,4
26629,1840137122,1840029582,4
26630,1840023301,1840023406,4
26631,1840023419,1840023415,4
26632,1840023421,1840023406,4
26633,1840023406,1840023417,4
26634,1840023415,1840023385,6
26635,1840023417,1840075080,4
26636,1840075080,1840023681,4
26637,1840023681,1840023371,4
26638,1840023371,1840023654,4
26639,1840023662,1840023654,4
26640,1840037578,1840023654,4
26641,1840023654,1840023385,6
26642,1840023379,1840075179,4
26643,1840023385,1840023690,4
26644,1840075179,1840023463,4
26645,1840023462,1840023463,4
26646,1840075181,1840075216,4
26647,1840023463,1840075216,4
26648,1840075216,1124348186,6
26649,1840023690,1840023306,4
26650,1840023319,1840023270,4
26651,1124348186,1840023270,6
26652,1840023306,1124847707,6
26653,1840023270,1124878479,6
26654,1124847707,1124878479,4
26655,1124198272,1124191574,4
26656,1124878479,1124324905,4
26657,1124191574,1124788300,4
26658,1124851971,1124788300,4
26659,1124324905,1124154376,4
26660,1124788300,1124952808,4
26661,1124952808,1124698963,4
26662,1124154376,1124698963,4
26663,1124822520,1840020057,6
26664,1124698963,1840019849,6
26665,1840018677,1840020244,4
26666,1840020057,1840009558,4
26667,1840018653,1840074590,4
26668,1840018707,1840020189,4
26669,1840009558,1840020189,4
26670,1840019849,1840021203,4
26671,1840009553,1840020189,4
26672,1840018716,1840009422,4
26673,1840020008,1840017485,4
26674,1840017485,1840021532,4
26675,1840009422,1840020295,4
26676,1840019975,1840018557,4
26677,1840019974,1840021263,4
26678,1124623893,1840021182,6
26679,1840021183,1840021182,4
26680,1840021182,1840021203,4
26681,1840019845,1124000395,6
26682,1840021203,1840019865,6
26683,1124872385,1124034713,4
26684,1840018446,1840019971,4
26685,1840018504,1840034678,4
26686,1840020189,1840074293,4
26687,1124845591,1124147219,6
26688,1124034713,1124095065,4
26689,1124000052,1124990218,4
26690,1124316061,1840021275,6
26691,1840019847,1840018472,4
26692,1124095065,1124001985,4
26693,1124000395,1124000779,4
26694,1840019782,1124000779,6
26695,1124001985,1840021220,6
26696,1840021275,1840074590,4
26697,1124000779,1840021220,6
26698,1124990218,1840017439,6
26699,1124421362,1840017439,6
26700,1840021220,1840019930,4
26701,1840017439,1840021420,4
26702,1124000519,1124147219,6
26703,1124000949,1840019998,6
26704,1124147219,1840018590,6
26705,1840019998,1840018625,4
26706,1840020034,1840020087,4
26707,1840021264,1840018589,4
26708,1840021421,1840018840,4
26709,1840020087,1840021486,4
26710,1840021274,1840034722,4
26711,1124761730,1840019991,6
26712,1840018590,1840018589,4
26713,1840074590,1840020220,4
26714,1840018611,1840034671,4
26715,1840019971,1840018471,4
26716,1840021420,1840018838,4
26717,1840018623,1840018672,4
26718,1840018589,1840018672,4
26719,1840019956,1840018472,4
26720,1124001824,1840020007,8
26721,1124005958,1840021076,6
26722,1124121940,1840019930,6
26723,1840020007,1840019904,4
26724,1840021123,1840021145,4
26725,1840019930,1840021186,4
26726,1124825478,1124001200,4
26727,1840018605,1840021300,4
26728,1840021076,1840018556,4
26729,1124001200,1840018625,6
26730,1840018624,1840034726,4
26731,1840018557,1840020076,4
26732,1840021224,1840034722,4
26733,1840018581,1840018471,4
26734,1840018625,1840019953,4
26735,1840018838,1840020220,4
26736,1124000146,1124817304,6
26737,1840021263,1840020076,4
26738,1840034726,1840074715,4
26739,1840034722,1840021206,4
26740,1840018471,1840019991,4
26741,1124817304,1124001562,4
26742,1840018472,1840037838,4
26743,1840019904,1840037495,4
26744,1840019957,1840034810,4
26745,1124001562,1840019865,8
26746,1840019932,1840017414,4
26747,1840020220,1840136945,4
26748,1840021145,1840019866,4
26749,1124196524,1840019991,6
26750,1840018672,1840028139,4
26751,1840019991,1840021227,4
26752,1840019865,1840021300,4
26753,1840018503,1840021185,4
26754,1840021186,1840018674,4
26755,1840034833,1840034671,4
26756,1840017414,1840034716,4
26757,1840020242,1840028139,4
26758,1840021230,1840021218,4
26759,1840020076,1840074828,4
26760,1124001454,1840021205,6
26761,1840021205,1840018673,4
26762,1840034830,1840034678,4
26763,1840034671,1840034716,4
26764,1840018673,1840020260,4
26765,1840040416,1840074715,4
26766,1124252668,1124260555,4
26767,1840021489,1840021516,4
26768,1840018556,1840074715,4
26769,1840021185,1840018674,4
26770,1840022484,1840028139,4
26771,1840034716,1840034678,4
26772,1124260555,1840019866,6
26773,1840018676,1840021486,4
26774,1840034678,1840074715,4
26775,1840021227,1840021209,4
26776,1840019866,1840019822,4
26777,1124000500,1840021219,6
26778,1840019797,1840021320,4
26779,1840021206,1840021207,4
26780,1124473757,1840037495,6
26781,1840037899,1840021189,4
26782,1840021226,1840037662,4
26783,1840021300,1840021549,4
26784,1840021207,1840021219,4
26785,1840018554,1840074715,4
26786,1840021219,1840021146,4
26787,1840074715,1840073958,4
26788,1840073958,1840037873,4
26789,1840034810,1840019822,4
26790,1840017289,1840019822,4
26791,1840074293,1840022520,4
26792,1840021181,1840021146,4
